"zip","city","state","name","address","postalCode","lat","lon"
"90002","Los Angeles","CA","Watts Healthcare Corporation, Watts Health Center","10300 Compton Ave","90002",33.94275857080547,-118.2455719523978
"90002","Los Angeles","CA","Migraine Central #ALLBAD","not_available","90002",33.948366,-118.237063
"90004","Los Angeles","CA","Hollywood Urgent care","5717 Melrose Ave","90038",34.083725,-118.325093
"90004","Los Angeles","CA","Ambassador Dog & Cat Hospital","3684 Beverly Blvd","90004",34.07609640109497,-118.28897374940551
"90004","Los Angeles","CA","emergency room @ hollywood presbyterian","not_available","not_available",34.071773,-118.291818
"90004","Los Angeles","CA","yonsei pain clinic","not_available","90004",34.069199,-118.303794
"90004","Los Angeles","CA","Good Life Medical Collective","4316 Melrose Ave","90029",34.08346939086914,-118.29474639892578
"90004","Los Angeles","CA","Kaiser Permanente Hospital","1515 Vermont Ave","not_available",34.068594648087725,-118.29140541571448
"90005","Los Angeles","CA","New Wilshire Medical Group","3240 Wilshire Blvd","90010",34.06138229370117,-118.29254150390625
"90005","Los Angeles","CA","Ardmore Pharmacy","3545 Wilshire Blvd #200","90010",34.062104,-118.30197700000001
"90005","Los Angeles","CA","Lion Heart Lifestyle","3440 Wilshire Blvd Ste 204","90010",34.06051254272461,-118.29908752441406
"90005","Los Angeles","CA","Wilshire Christian Manor","616 S Normandie Ave","90005",34.062849,-118.300058
"90005","Los Angeles","CA","천일 한의원","2846 W 8th St Ste 206A","90005",34.05744171142578,-118.28807067871094
"90006","Los Angeles","CA","Alden Terrace","1240 S Hoover St","90006",34.04821014404297,-118.28395080566406
"90006","Los Angeles","CA","Sunnyview Convalescent","2000 W Washington Blvd","90018",34.039569,-118.303073
"90006","Los Angeles","CA","Teresa Medical Center","not_available","90006",34.05260526637614,-118.28886487245852
"90006","Los Angeles","CA","김재성 퇴나한의원","430 S.","not_available",34.047526213978855,-118.30233788245133
"90006","Los Angeles","CA","Lakeview Terrace Skilled Nursing Facility","831 S Lake St","90057",34.05471420288086,-118.27975463867188
"90006","Los Angeles","CA","Woori Medical Center","3130 W Olympic Blvd #220","90006",34.052408,-118.307976
"90006","Los Angeles","CA","Exotic Car Rental Los Angeles","965 Venice Blvd","90015",34.04752850172984,-118.27661380189966
"90007","Los Angeles","CA","California Hospital Medical Center","1401 S Grand Ave","90015",34.0375121,-118.2662568
"90007","Los Angeles","CA","Healthcare Partners Urgent Care Center","1120 W Washington Blvd","90007",34.038658142089844,-118.28206634521484
"90007","Los Angeles","CA","Hospital Usa","not_available","90007",34.031883,-118.273725
"90007","Los Angeles","CA","near Children's Hospital Los Angeles","not_available","90011",34.0170783996582,-118.26725769042969
"90008","Los Angeles","CA","Kaiser Permanente - Baldwin Hills","3270 Martin Luther King Jr. Blvd","90008",34.011955751122485,-118.3408700833777
"90008","Los Angeles","CA","Providence ExpressCare at Walgreens - LA Crenshaw","3724 Crenshaw Blvd","90016",34.019031633082825,-118.33454348220903
"90008","Los Angeles","CA","My Shoes My Journey","not_available","91380",34.016526462218664,-118.35030555725096
"90008","Los Angeles","CA","Baldwin Hills Crenshaw Urgent Care","4066 S Victoria Ave","90008",34.008331298828125,-118.33631134033203
"90010","Los Angeles","CA","Far East Homecare","not_available","90020",34.064593693873675,-118.29189639273572
"90011","Los Angeles","CA","Brain Landers","1458 S San Pedro St","90015",34.03046417236328,-118.25436401367188
"90011","Los Angeles","CA","Beverley Medical Center","not_available","90021",34.026029949883295,-118.25338465763026
"90011","Los Angeles","CA","Kedren Psychiatric Hospital","4211 Avalon Blvd","90011",34.007236999999996,-118.265522
"90012","Los Angeles","CA","Pacific Alliance Medical Center","College St","not_available",34.0649848624738,-118.2390233990631
"90012","Los Angeles","CA","Barlow Respiratory Hospital","2000 Stadium Way","90026",34.075423,-118.247523
"90012","Los Angeles","CA","VA Outpatient Clinic (LAACC)","351 E Temple St","90012",34.0522669132952,-118.23904732430546
"90012","Los Angeles","CA","Wambi, LLC","6316 Topanga Canyon Blvd, Suite 2140","91367",34.05293676065242,-118.24459433555602
"90012","Los Angeles","CA","Veteran Affairs Los Angeles Ambulatory Care Center","Temple","90012",34.05228128853569,-118.23894907652212
"90012","Los Angeles","CA","Downtown Urgent Care","267 S San Pedro St","90012",34.047958,-118.242995
"90012","Los Angeles","CA","Los Angeles Ambulatory Care Center","351 E Temple St, Los Angeles, CA 90012","90012",34.05256271362305,-118.23860168457031
"90012","Los Angeles","CA","Ap Urgent Care","709 N Hill St Ste 18","90012",34.06105041503906,-118.24056243896484
"90012","Los Angeles","CA","Los Angeles Addiction Recovery Center","200 N Main St #600","90012",34.053810550771914,-118.24274092912673
"90012","Los Angeles","CA","PAMC","not_available","90012",34.0646513792521,-118.23805177510746
"90012","Los Angeles","CA","Sunset Urgent Care Medical Clinic","910 Via de la Paz Ste 100","90272",34.052872759277996,-118.24743747711182
"90012","Los Angeles","CA","French Hospital","Chinatown","not_available",34.059826230542626,-118.24247760827583
"90012","Los Angeles","CA","Ready","506 S Grand Ave Fl 6","90071",34.0497721,-118.2541923
"90012","Los Angeles","CA","House Call Doctor Los Angeles","Mobile Doctor","90013",34.048525,-118.249536
"90012","Los Angeles","CA","SINU-CLEAR, INC.","9301 Wilshire Blvd","90210",34.04797926954735,-118.24789881706236
"90012","Los Angeles","CA","Michiana Scrap Cars","111 E 3rd St Suite#1561","46544",34.050862028128236,-118.24401497840881
"90012","Los Angeles","CA","ER Downtown Loft","101-117 W 6th St","90013",34.045619040000005,-118.250383
"90012","Los Angeles","CA","West Hollywood Emergency Plumbers LLC","1135 N Detroit St Ste 6","90046",34.05365499365886,-118.24254512786864
"90012","Los Angeles","CA","Drug Rehab Los Angeles","200 N Main St","90012",34.05409944179601,-118.24157953262328
"90012","Los Angeles","CA","North Hollywood Emergency Plumbers LLC","5526B Cahuenga Blvd","91601",34.05112159478309,-118.24432611465456
"90012","Los Angeles","CA","Chinatown Service Center, Family Health Clinic","767 N Hill St Ste 400","90012",34.06267547607422,-118.24004364013672
"90012","Los Angeles","CA","Emergency Room | Kaiser Permanente Woodland Hills Medical Center","21032 Burbank Blvd","91367",34.05173495093021,-118.2442474367417
"90013","Los Angeles","CA","DTLA Care","not_available","90013",34.042479,-118.235089
"90013","Los Angeles","CA","DMH","not_available","90014",34.044143811434694,-118.24776561526099
"90015","Los Angeles","CA","Reliant Urgent Care - Downtown Los Angeles","814 Francisco St","90017",34.0483132,-118.2630834
"90015","Los Angeles","CA","US health works","1313 W 8th St","90017",34.050682067871094,-118.26944732666016
"90015","Los Angeles","CA","Urgent Care","not_available","90026",34.04672391810441,-118.26908159383895
"90015","Los Angeles","CA","California Hospital Medical Center CHW","105 W Pico Blvd","90015",34.0368766784668,-118.26042938232422
"90015","Los Angeles","CA","California Hospital Medical Center ER","not_available","90015",34.04159384844092,-118.26923004833968
"90015","Los Angeles","CA","Los Angeles Urgent Care Center","929 Georgia St","90015",34.04653039313856,-118.2664840670126
"90016","Los Angeles","CA","Kaiser Permanente West Los Angeles Medical Center","6041 Cadillac Ave","90034",34.03864905742176,-118.37553977966309
"90016","Los Angeles","CA","Longwood Manor Convalescent","not_available","90019",34.04019532358436,-118.34515965694969
"90016","Los Angeles","CA","Kaiser PACU","not_available","90034",34.03846,-118.374461
"90016","Los Angeles","CA","Kaiser ER","Cadillac Ave.","90034",34.03853407263341,-118.37448012833192
"90017","Los Angeles","CA","Good Samaritan Hospital","616 Witmer St","90017",34.054600859321276,-118.26541015878587
"90017","Los Angeles","CA","Good Samaritan Hospital NICU","1225 Wilshire Blvd","90017",34.05464172363281,-118.26531982421875
"90017","Los Angeles","CA","Get Nevada Healthcare","515 S Flower St Fl 36","90071",34.05372610551739,-118.26447486877441
"90017","Los Angeles","CA","Samaritan Tower Surgical Center","1127 Wilshire Blvd","90017",34.056855,-118.26433
"90017","Los Angeles","CA","Good Sams","637 Lucas Ave","90017",34.053733825683594,-118.26508331298828
"90017","Los Angeles","CA","University Foot and Ankle Institute, Downtown Los Angeles","1245 Wilshire Blvd. Suite 306","90017",34.054202,-118.2659592
"90017","Los Angeles","CA","Bonnie Brae Convalescent Hospital","not_available","90057",34.060207,-118.270802
"90017","Los Angeles","CA","Good Samaritan Medical office Building -Out Patient Surgery","1245 Wilshire Blvd","90017",34.05413394610104,-118.26623809426555
"90018","Los Angeles","CA","L.A. Metropolitan Hospital","2231 S Western Ave","90018",34.0354128716855,-118.30942791053776
"90018","Los Angeles","CA","Good Samaritan Hospital","not_available","90018",34.03704666878874,-118.31564428572098
"90019","Los Angeles","CA","Olympia Medical Center Hospital","5900 W Olympic Blvd","90036",34.05713606688263,-118.36023531625871
"90019","Los Angeles","CA","Kaiser Permanente FMSS/Nurse Clinic/EKG","4950 sunset blvd Atrium","90027",34.0428236696666,-118.34680834759288
"90019","Los Angeles","CA","Miracle Mile Medical Center LLC","6000 San Vicente Blvd","90036",34.056665883298706,-118.3618680159095
"90019","Los Angeles","CA","Optima Medical Spa","5901 W Olympic Blvd Ste 200B","90036",34.057898,-118.360204
"90020","Los Angeles","CA","Koreatown Urgent Care Center","505 S Virgil Ave Ste 101","90020",34.064881,-118.287457
"90020","Los Angeles","CA","Top Medical Center","520 S Virgil Ave #206","90020",34.06447982788086,-118.28666687011719
"90022","Los Angeles","CA","Monterey Park Hospital","900 S Atlantic Blvd","91754",34.04953160342193,-118.13833935851902
"90022","Los Angeles","CA","Altamed Urgent Care & Pediatrics","972 Goodrich Blvd","90022",34.01763153076172,-118.15403747558594
"90022","Los Angeles","CA","SureFire CPR","1111 Corporate Center Dr","91754",34.0501969,-118.1641134
"90022","Los Angeles","CA","Clinica Valentina Canabal","not_available","90040",34.008056640625,-118.14912414550781
"90022","Los Angeles","CA","Fire Station 3","not_available","90022",34.02284670992197,-118.17361017277611
"90023","Los Angeles","CA","East Los Angeles Doctors Hospital","4060 Whittier Blvd","90023",34.02373748977408,-118.18426158541318
"90023","Los Angeles","CA","Los Angeles Community Hospital","4081 E Olympic Blvd","90023",34.019287655723254,-118.18665862083435
"90023","Los Angeles","CA","Hollenbeck Palms","537 S Boyle Ave","90033",34.040556944106775,-118.2205300665711
"90023","Los Angeles","CA","Dusk To Dawn Urgent Care","433 s soto","90033",34.039734,-118.213223
"90023","Los Angeles","CA","Promise Hospital","not_available","90033",34.039883414033746,-118.21289374378766
"90023","Los Angeles","CA","ELA Community hospital","not_available","90023",34.01919663642483,-118.18633714374101
"90024","Los Angeles","CA","Ronald Reagan UCLA Medical Center","757 Westwood Plz","90095",34.0652918,-118.4466512
